Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Craig Williams,Garciaton,72437,773,47702,14,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Wayne Hess,Michaelhaven,32068,582,33245,19,No,1,Poor,10+ Years,<40k,0,Medium
James Wilson,North Andre,52838,745,12909,22,Yes,4,Good,10+ Years,40k–59k,1,Low
Kelsey Kelly,Warnerview,64782,808,2945,13,Yes,22,Excellent,10+ Years,60k–79k,1,Low
Aaron Gonzalez,New Richard,36868,750,17660,27,Yes,2,Excellent,10+ Years,<40k,1,Low
Jessica Hernandez,Brendahaven,46614,546,10058,30,No,5,Poor,10+ Years,40k–59k,0,Medium
Anthony Adams,Colemanport,127218,638,42080,37,Yes,3,Fair,10+ Years,100k+,1,Medium
Barry Wilson,Chapmanmouth,85176,427,17535,2,No,5,Poor,0–2 Years,80k–99k,0,Medium
Matthew Richards,Port Jenniferview,98955,303,21646,15,No,5,Poor,10+ Years,80k–99k,0,Medium
Michelle Stewart,North Jonathan,44896,813,3483,37,Yes,13,Excellent,10+ Years,40k–59k,1,Low
Ronald Underwood,Loganhaven,127735,804,42869,14,Yes,3,Excellent,10+ Years,100k+,1,Low
Christina Garza,Port Robertside,38330,599,7688,26,No,5,Poor,10+ Years,<40k,0,Medium
Tina Hernandez,Mitchellton,92422,796,32450,36,Yes,3,Excellent,10+ Years,80k–99k,1,Low
David Thompson,Samuelborough,88756,827,44891,37,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Lauren Barr,Romanland,131976,570,11822,27,Yes,11,Poor,10+ Years,100k+,1,Medium
Anthony Murray,North Christopher,77453,356,11378,1,No,7,Poor,0–2 Years,60k–79k,0,Medium
Mary Green,East Mikeshire,97271,825,40024,32,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Penny West,North Christopher,107812,755,2468,34,Yes,44,Excellent,10+ Years,100k+,1,Low
Laurie Roberts,Port Loriland,44293,708,18041,19,No,2,Good,10+ Years,40k–59k,0,Low
Caitlyn Martinez,Alejandrabury,89245,750,34216,23,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Adam Thompson,West Amberchester,96039,785,21984,30,Yes,4,Excellent,10+ Years,80k–99k,1,Low
Sandra White,South Anna,59038,606,40038,25,No,1,Fair,10+ Years,40k–59k,0,Medium
Matthew Miller,New Patricia,110623,576,11836,38,No,9,Poor,10+ Years,100k+,0,Medium
Kristin Wagner,Barberfurt,35683,788,44554,40,Yes,1,Excellent,10+ Years,<40k,1,Medium
Andrew Gomez,West Rebeccaland,125321,733,8372,22,Yes,15,Good,10+ Years,100k+,1,Low
Johnny Arnold,East Tony,132659,529,22843,24,No,6,Poor,10+ Years,100k+,0,Medium
Richard Stevens,Whiteton,149111,731,47006,40,Yes,3,Good,10+ Years,100k+,1,Low
Leonard Reyes,Lake Joseph,143636,739,2679,17,Yes,54,Good,10+ Years,100k+,1,Low
Erik Brown,East Annville,116363,695,10328,10,Yes,11,Fair,6–10 Years,100k+,1,Medium
Mrs. Olivia Petersen,Hillside,98347,428,1022,32,No,96,Poor,10+ Years,80k–99k,0,Medium
Toni Osborne,Amandaside,69535,813,15939,39,Yes,4,Excellent,10+ Years,60k–79k,1,Low
Jeffrey Mercer,Mendozahaven,90036,755,40448,36,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Alex Whitaker,West Charlesville,114323,554,24445,38,No,5,Poor,10+ Years,100k+,0,Medium
Carla Hoover,Lake Richard,34082,538,14981,30,No,2,Poor,10+ Years,<40k,0,Medium
Stephanie Peterson,North Samantha,37972,628,37457,32,No,1,Fair,10+ Years,<40k,0,Medium
Gary Greer,East Michaelview,92781,609,33479,9,No,3,Fair,6–10 Years,80k–99k,0,Medium
Luis Patterson,Port Jamesport,141057,580,2851,36,Yes,49,Poor,10+ Years,100k+,1,Medium
Ryan Harrison,Mosleyland,82640,828,9308,16,Yes,9,Excellent,10+ Years,80k–99k,1,Low
Laura Payne,New Ambertown,85872,710,31259,35,Yes,3,Good,10+ Years,80k–99k,1,Low
Devon Ramos,Blackville,119928,531,22394,39,No,5,Poor,10+ Years,100k+,0,Medium
Jay Alvarado,Lake Theresa,44150,705,46644,39,No,1,Good,10+ Years,40k–59k,0,Medium
Emily Hunter,Haleyland,94260,635,23300,37,Yes,4,Fair,10+ Years,80k–99k,1,Medium
Erik Keller,North Christinaburgh,123375,359,46052,30,No,3,Poor,10+ Years,100k+,0,Medium
Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,No,5,Poor,3–5 Years,100k+,0,Medium
Kyle Mullins,Clarkmouth,88138,554,27921,8,No,3,Poor,6–10 Years,80k–99k,0,Medium
Kerry Murphy,South Toddton,39632,325,39936,36,No,1,Poor,10+ Years,<40k,0,Medium
Chad Moreno,Haroldport,147868,685,25578,17,Yes,6,Fair,10+ Years,100k+,1,Medium
Natalie Hawkins,Reynoldschester,40589,351,22422,27,No,2,Poor,10+ Years,40k–59k,0,Medium
Adrian Gibbs,Leroystad,72219,801,30038,21,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Alyssa Hayes,Kaylabury,109730,496,34188,38,No,3,Poor,10+ Years,100k+,0,Medium
Carlos Vincent,Jonathanfurt,49442,690,9572,40,Yes,5,Fair,10+ Years,40k–59k,1,Medium
Jason Haynes,North Randymouth,38609,655,16001,3,No,2,Fair,3–5 Years,<40k,0,Medium
Timothy Coleman,North Gregory,46540,601,12864,28,No,4,Fair,10+ Years,40k–59k,0,Medium
Stanley Benson,Collinsberg,66046,623,41191,4,No,2,Fair,3–5 Years,60k–79k,0,Medium
Brian Thompson,North Nathanhaven,111830,557,35957,33,No,3,Poor,10+ Years,100k+,0,Medium
Wendy Smith,North Thomashaven,112978,705,32535,31,Yes,3,Good,10+ Years,100k+,1,Low
Bethany Baxter MD,Scotttown,106724,579,30236,8,No,4,Poor,6–10 Years,100k+,0,Medium
Jennifer Baker MD,Jonesville,101874,468,4504,13,Yes,23,Poor,10+ Years,100k+,1,Medium
Crystal Wolf,Petersonchester,123343,654,46641,37,Yes,3,Fair,10+ Years,100k+,1,Medium
Sharon Patel,Spencerburgh,72622,677,18349,32,Yes,4,Fair,10+ Years,60k–79k,1,Medium
Carl Powers,New Mark,79925,559,24725,17,No,3,Poor,10+ Years,60k–79k,0,Medium
Michael Patterson,Deniseport,108301,778,23186,9,Yes,5,Excellent,6–10 Years,100k+,1,Low
Sarah Jones,East Eric,99541,758,19708,34,Yes,5,Excellent,10+ Years,80k–99k,1,Low
Nancy Rowland,South Samuelfurt,68652,511,16918,18,No,4,Poor,10+ Years,60k–79k,0,Medium
Meghan Jackson,North James,89469,688,45897,10,Yes,2,Fair,6–10 Years,80k–99k,1,Medium
Stephanie Gomez,Lake Amyland,96263,696,17183,2,Yes,6,Fair,0–2 Years,80k–99k,1,Medium
Miguel Lee,Lynchbury,109354,632,48132,34,Yes,2,Fair,10+ Years,100k+,1,Medium
Brianna Hanson,West Melanie,86387,612,1774,2,Yes,49,Fair,0–2 Years,80k–99k,1,Medium
Sharon French,New Cesarfurt,42999,751,32075,32,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Taylor Kirby,Vanessaview,133952,560,17671,23,No,8,Poor,10+ Years,100k+,0,Medium
Jeffrey Petersen,Port Amanda,121983,670,46117,4,Yes,3,Fair,3–5 Years,100k+,1,Medium
Manuel Cole,North Darlenemouth,44996,546,43182,38,No,1,Poor,10+ Years,40k–59k,0,Medium
Joshua Horne,Morganfurt,141777,735,39425,33,Yes,4,Good,10+ Years,100k+,1,Low
Brittney Tanner,West Victoriamouth,115814,792,38930,8,Yes,3,Excellent,6–10 Years,100k+,1,Low
Ashley Franco,West Nicholas,115316,337,6868,38,Yes,17,Poor,10+ Years,100k+,1,Medium
Tracey Page,West David,145042,508,37486,14,No,4,Poor,10+ Years,100k+,0,Medium
Carla Young,East Theresaside,130789,811,2971,25,Yes,44,Excellent,10+ Years,100k+,1,Low
Brooke Keith,East Zachary,102264,827,4235,36,Yes,24,Excellent,10+ Years,100k+,1,Low
Christy Thomas,Port Darylburgh,124481,535,12516,0,No,10,Poor,0–2 Years,100k+,0,Medium
Michael Cruz,Grayton,143441,330,34287,40,No,4,Poor,10+ Years,100k+,0,Medium
Shawna Gillespie,Espinozaville,58183,311,36896,5,No,2,Poor,3–5 Years,40k–59k,0,Medium
Chelsey Reyes,West Bryanbury,86370,596,21927,15,Yes,4,Poor,10+ Years,80k–99k,1,Medium
Angela Dixon,Port Timothychester,89186,441,13778,20,No,6,Poor,10+ Years,80k–99k,0,Medium
Sean Chapman,North Adamtown,146403,768,27494,11,Yes,5,Excellent,10+ Years,100k+,1,Low
Robert Ramirez,Stephanieshire,59949,688,29674,4,No,2,Fair,3–5 Years,40k–59k,0,Medium
Steven Price,Christophertown,84239,702,25311,19,Yes,3,Good,10+ Years,80k–99k,1,Low
Michelle Padilla,West Aaron,74424,757,36497,20,Yes,2,Excellent,10+ Years,60k–79k,1,Low
Lucas Nielsen,Kelseyfort,138451,342,35261,39,No,4,Poor,10+ Years,100k+,0,Medium
Raymond Wolf,Barnesborough,89441,601,37304,9,No,2,Fair,6–10 Years,80k–99k,0,Medium
Nicholas Cunningham,Mooremouth,82262,315,35600,14,No,2,Poor,10+ Years,80k–99k,0,Medium
Kristin Meyer,South Allisonfort,84524,374,24860,1,No,3,Poor,0–2 Years,80k–99k,0,Medium
Kevin White,Anthonyshire,125631,765,25710,1,Yes,5,Excellent,0–2 Years,100k+,1,Low
Cynthia Johnson,East Ryanstad,42463,765,42357,33,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Sandra Lopez,West Tiffanyside,70966,305,38462,23,No,2,Poor,10+ Years,60k–79k,0,Medium
Teresa Bowers,Matthewmouth,85936,420,31183,31,No,3,Poor,10+ Years,80k–99k,0,Medium
Michael Lambert,South Kenneth,70963,489,5890,6,No,12,Poor,6–10 Years,60k–79k,0,Medium
Rebecca Newman,West Christopher,117177,712,10028,27,Yes,12,Good,10+ Years,100k+,1,Low
Christopher Morrison,Cookshire,63408,376,30443,3,No,2,Poor,3–5 Years,60k–79k,0,Medium
Sierra Gentry,Jenniferstad,79060,572,9643,6,No,8,Poor,6–10 Years,60k–79k,0,Medium
Hannah Carter,Basston,50006,626,29515,32,No,2,Fair,10+ Years,40k–59k,0,Medium
Ryan Thomas,Tylertown,120023,318,49124,3,No,2,Poor,3–5 Years,100k+,0,Medium
James Schaefer,Robertton,92163,770,12251,13,Yes,8,Excellent,10+ Years,80k–99k,1,Low
Diana Lin,New Frank,38799,635,48259,17,No,1,Fair,10+ Years,<40k,0,Medium
Brandon Meyer,East Haley,41957,763,16752,5,Yes,3,Excellent,3–5 Years,40k–59k,1,Low
Jason Price,Adamland,139022,360,24031,35,No,6,Poor,10+ Years,100k+,0,Medium
Nicole Brown,New Nathantown,41188,482,31397,6,No,1,Poor,6–10 Years,40k–59k,0,Medium
